title	description	dataset_identifier	disease	authors	created	modified	accessed	landing_page	access_page	format	conforms_to	license	geography	apollo_location_code	iso_3166	iso_3166_1	iso_3166_1_alpha_3	apollo_enabled	on_olympus	population_required	iri
Annual Statistical Reports on health indicators in Belarus	"This website with data contains data about demographic, vital statistics, annual incidences of diseases, selected infectious diseases, tuberculosis, HIV/AIDS and STDs in Belarus for 1995-2015 and 2014-2015 year in PDF format. Spatial coverage is country, and spatial resolution is country, region. Temporal coverage is 1995-2015, 2014-2015, and temporal resolution is yearly. Open access."	MIDAS-ISG:WS-000041	null	Ministry of Health of the Republic of Belarus	null	null	null	http://minzdrav.gov.by/ru/static/numbers	null	PDF	null	null	Belarus	4972	BY	null	null	null	null	HIV-1 in Belarus	http://www.pitt.edu/obc/IDE_0000004152
"Annual Statistical Reports on Infectious Diseases of the Sudan Health Observatory, 1990-2015"	"This website with data contains data about selected infectious diseases by states in Sudan from 1990 to 2015 year in PDF format. Spatial coverage is country, and spatial resolution is country and state. Temporal coverage is 1990-2015, and temporal resolution is yearly. Open access."	MIDAS-ISG:WS-000427	null	Sudan Health Observatory	null	null	null	http://sho.gov.sd/controller/knowledge_hub.php?fltr=fltr&query=&page=1&mid=110&lid=1&fltr=search&themes=&catogry=73&hub_sr=#	null	PDF	null	null	Sudan	1217	SD	null	null	null	null	humans in Sudan	http://www.pitt.edu/obc/IDE_0000000946
Annual Statistics of the Federal Center against HIV/AIDS of Russia	"This website with data contains data about incidences of HIV/AIDS in Russia by region from 1994 to 2012 year in HTML format. Spatial coverage is country, and spatial resolution is region. Temporal coverage is 1994-2012, and temporal resolution is yearly. Open access."	MIDAS-ISG:WS-000376	null	"Federal Center against HIV/AIDS, Russia"	null	null	null	http://www.hivrussia.ru/stat/index.shtml	null	HTML	null	null	Russia	5110	RU	null	null	null	null	HIV-1 in Russian Federation	http://www.pitt.edu/obc/IDE_0000004323
Annual Statistics on Infectious Diseases by year of the Government of Uzbekistan	"This website with data contains data about incidences of selected infectious diseases in Uzbekistan from 2012 to 2014 and cases of gonorrhea and syphilis from 2007 to 2014 year in HTML format. Spatial coverage is country, and spatial resolution is country. Temporal coverage is 2007-2014, 2012-2014, and temporal resolution is yearly."	MIDAS-ISG:WS-000509	null	Medical Portal of the Government of Uzbekistan	null	null	null	http://med.uz/public/statyi/index.php	null	HMTL	null	null	Uzbekistan	5062	UZ	null	null	null	null	Hepatitis B virus in Uzbekistan	http://www.pitt.edu/obc/IDE_0000004578
"Annual Tuberculosis Data of the Center of Public Health of Ukraine, 2012-2016"	"This website with data contains data about yearly incidences of tuberculosis in Ukraine by region from 2012 to 2016 year in XLSX format. Spatial coverage is country, and spatial resolution is country, subcountry, state. Temporal coverage is 2012-2016. Temporal resolution is yearly."	MIDAS-ISG:WS-000469	null	"Center of public health, Ukraine"	null	null	null	http://phc.org.ua/pages/diseases/tuberculosis/surveillance/statistical-information	null	XLSX	null	null	Ukraine	4958	UA	null	null	null	null	Mycobacterium tuberculosis in Ukraine	http://www.pitt.edu/obc/IDE_0000004481
"Annual Tuberculosis Data of the U.S. Centers for Disease Control and Prevention, 1993-2014"	"This website with data contains data about tuberculosis by demographic and risk factors in the United States from 1993 to 2014 in HTML and TXT format.Spatial coverage is country, and spatial resolution is state. Temporal coverage is 1993-2014, and temporal resolution is yearly. Open access."	MIDAS-ISG:WS-000499	null	Centers for Disease Control and Prevention	null	null	null	https://wonder.cdc.gov/TB-v2014.html	null	HTML; TXT	null	null	United States	1216	US	null	null	null	null	Mycobacterium tuberculosis in the United States	http://www.pitt.edu/obc/IDE_0000000263
Automated Health Control and Surveillance System	No public access.	MIDAS-ISG:WS-000513	null	Automated Health Control and Surveillance System of the Government of Venezuela	null	null	null	http://190.205.57.254/sistemas1/index.html	null	unknown	null	null	Venezuela	4995	VE	null	null	null	null	humans in Venezuela	http://www.pitt.edu/obc/IDE_0000000149
Biweekly and Annual Epidemiological Reports of the National Institute of Public Health of Poland	"This website with data contains data about infectious diseases and poisoning, 1996-2016, immunization, 1998-2016, flu, 2000-2017, HIV/AIDS, 1996-2017, Laboratory of Monitoring and Analysis of Epidemiological Situation, 2002-2017 in Poland in PDF format. Spatial coverage is country, and spatial resolution is country. Temporal coverage is 1996-2016, 1998-2016, 2000-2017, 1996-2017, temporal resolution is biweekly, yearly. Open access."	MIDAS-ISG:WS-000366	null	National Institute of Public Health of Poland	null	null	null	http://www.pzh.gov.pl/meldunki-epidemiologiczne/	null	PDF	null	null	Poland	4981	PL	null	null	null	null	HIV-1 in Poland	http://www.pitt.edu/obc/IDE_0000004164
"Blood Test Results of Donors with HIV, HCV, HBV and Syphilis of the Ministry of Health of the Republic of Ukraine, 2017"	"This website with data contains data about the test results of blood donors for HIV/AIDS, hepatitis C and B and syphilis by regions in Ukraine im 2017 in HTML format. Spatial coverage is country, and spatial resolution is country, subcountry, state. Temporal coverage is 2017, and temporal resolution is yearly."	MIDAS-ISG:WS-000472	null	"Blood service of Urkraine, Ministry of Health of the Republic of Ukraine"	null	null	null	http://bloodservice.org.ua/monitoring-sku/zalishok-test-sistem-po-ukrayini	null	HTML	null	null	Ukraine	4958	UA	null	null	null	null	HIV-1 in Ukraine	http://www.pitt.edu/obc/IDE_0000004289
Blood-borne Viruses & Sexually Transmitted Infection Reports of the Health Protection Scotland	"This website with data contains data about blood borne viruses and STI incidences in Scotland in different years in PDF format. Spatial coverage is country, and spatial resolution is NHS board. Temporal coverage is varied, and temporal resolution is yearly. Open access."	MIDAS-ISG:WS-000390	null	Health Protection Scotland	null	null	null	http://www.hps.scot.nhs.uk/bbvsti/publications.aspx	null	PDF	null	null	Scotland	5019	GB	null	null	null	null	HIV-1 in United Kingdom of Great Britain and Northern Ireland	http://www.pitt.edu/obc/IDE_0000004123
Broadly HIV Neutralizing Antibodies Data of the Sanford Burnham Prebys Medical Discovery Institute of California	"This database contains data about HIV strains and neutralization bNAbs, including sequences and three-dimensional structures in FASTA format. Spatial coverage is unknown, and spatial resolution is unknown. Temporal coverage is unknown, and temporal resolution is unknown. Open access."	MIDAS-ISG:WS-000500	null	"Sanford Burnham Prebys Medical Discovery Institute in California, California, Orlando, and Florida"	null	null	null	http://bnaber.org/	null	FASTA	null	null	United States	1216	US	null	null	null	null	HIV-1 in the United States	http://www.pitt.edu/obc/IDE_0000000230
"Case Series of Malaria, Streptococcus pneumoniae, Tuberculosis, Leptospirosis, Leishmaniasis, Influenza, Hospital Acquired Infection, and Eosinophilic pneumonia in Paraguay by the Paraguayan Journal of Epidemiology"	"This website with data contains data about selected infectious diseases, including influenza outbreaks in Paraguay at province level from 2007 to 2011. Temporal resolution is biyearly. Open access."	MIDAS-ISG:WS-000355	null	Directorate-General for Health Surveillance of Paraguay	null	null	null	http://www.vigisalud.gov.py/revista	null	PDF	null	null	Paraguay	4979	PY	null	null	null	null	"Influenza virus in Paraguay, Streptococcus pneumoniae in Paraguay, Plasmodium falciparum in Paraguay, Plasmodium vivax in Paraguay, Mycobacterium tuberculosis in Paraguay, Leptospira in Paraguay, Leishmania in Paraguay"	http://www.pitt.edu/obc/IDE_0000002052
CDC epi github of publically available Zika data	Data repository of publicly available Zika data	CDCEpi Zika Github	null	Dania M  Rodriguez; Mike Johansson	null	null	2017-05-11	https://github.com/cdcepi/zika	null	null	null	null	Argentina; Brazil; Colombia; Dominican Republic; Ecuador; El Salvador; France; Guatemala; Haiti; Mexico; Nicaragua; Panama; Puerto Rico; US Virgin Islands; United States	4977; 5000; 5076; 5120; 5088; 5165; 4988; 5018; 4989; 5178; 5070; 5074; 1607; 1604; 1216	null; null; null; null; null; null; null; null; null; null; null; null; null; null; null	null; null; null; null; null; null; null; null; null; null; null; null; null; null; null	null; null; null; null; null; null; null; null; null; null; null; null; null; null; null	null	null	Zika virus in Argentina	http://www.pitt.edu/obc/IDE_0000001156
CDC WONDER US cause of death 1995-2015	CDC WONDER US cause of death 1995-2015	CDC WONDER US cause of death 1995-2015	null	 US CDC	null	null	2017-05-11	https://wonder.cdc.gov/ucd-icd10.html	null	null	null	null	United States	1216	null	840	USA	null	null	Mycobacterium tuberculosis in the United States	http://www.pitt.edu/obc/IDE_0000000263
CDC WONDER US compressed mortality data	"CDC WONDER US Compessed Mortality data. The Compressed Mortality data include mortality and population counts for all U.S. counties for the years 1968 to 2015. Counts and rates of death can be obtained by underlying cause of death, state, county, age, race, sex, and year."	CDC WONDER US cause of death 1968-2015	null	 US CDC	null	null	2017-05-11	https://wonder.cdc.gov/mortSQL.html	null	null	null	null	United States	1216	null	840	USA	null	null	Mycobacterium tuberculosis in the United States	http://www.pitt.edu/obc/IDE_0000000263
"Climate, Population Data and HIV Reports of the General Statistics Office of Viet Nam, 2011-2015"	"This database contains data about HIV (2011-2015), climate (2002-2015), population (1990-2015) in Viet Nam in PX, CSV, and Excel format. Spatial coverage is country, and spatial resolution is country. Temporal coverage is 2011-2015, and temporal resolution is yearly. Open access."	MIDAS-ISG:WS-000514	null	General Statistics Office of Viet Nam	null	null	null	http://www.gso.gov.vn/default_en.aspx?tabid=783	null	PX; CSV; Excel	null	null	Viet Nam	5129	VN	null	null	null	null	HIV-1 in Viet Nam	http://www.pitt.edu/obc/IDE_0000004219
Colombia Epidemiological Bulletin	Collection of epidemiological bulletins made publicly available by Colombia National Institute of Health	MIDAS-ISG:WS-000529	null	 Colombia National Institute of Health	null	null	null	http://www.ins.gov.co/buscador-eventos/Paginas/Vista-Boletin-Epidemilogico.aspx	null	csv; xlsx	Colombia Municipal Epidemiological Bulletin; MIDAS-ISG:colombia-moh-chikungunya-weekly-summary-v1.0	null	Colombia	5076	null	170	COL	null	null	Chikungunya virus in Colombia	http://www.pitt.edu/obc/IDE_0000001591
Colombia Routine Surveillance	Collection of routine disease surveillance data made publicly available by Colombia National Institute of Health	MIDAS-ISG:WS-000528	null	 Colombia National Institute of Health	null	null	null	http://www.ins.gov.co/Direcciones/Vigilancia/sivigila/Paginas/vigilancia-rutinaria.aspx	null	csv; xlsx	Colombia Municipal Routine Surveillance; MIDAS-ISG:colombia-municipal-routine-surveillance-events-by-week-v1.0	null	Colombia	5076	null	170	COL	null	null	Chikungunya virus in Colombia	http://www.pitt.edu/obc/IDE_0000001591
Communicable Disease of the Government of Austria	"This website with data contains data about AIDS cases from 1985 to 2015 and incidences of communicable diseases in 2015 in Austria from 2011 to 2015 year in HTML, PDF, XLS format. Spatial coverage is country, and spatial resolution is region. Temporal coverage is 1985-2015, 2015, and temporal resolution is yearly. Open access."	MIDAS-ISG:WS-000031	null	Statistik Austria	null	null	null	http://www.statistik.at/web_de/statistiken/menschen_und_gesellschaft/gesundheit/gesundheitszustand/uebertragbare_krankheiten/index.html	null	HTML; PDF; XLS	null	null	Austria	4964	AT	null	null	null	null	HIV-1 in Austria	http://www.pitt.edu/obc/IDE_0000004235
"Communicable Disease Reports, Healthcare-associated Infections, and Influenza Reports in Canada"	"This website with data contains Communicable Disease Reports (2007-2015), healthcare-associated infections (2012-2014), and influenza surveillance (2011-2017) from Canada at region or country level with a monthly (2017) and yearly temporal resolution in PDF format. Open access."	MIDAS-ISG:WS-000079	null	Government of Newfoundland and Labrador	null	null	null	http://www.health.gov.nl.ca/health/publichealth/cdc/informationandsurveillance.html	null	PDF	null	null	Canada	5091	CA	null	null	null	null	Influenza virus in Canada	http://www.pitt.edu/obc/IDE_0000000371
Communicable Disease Surveillance report in Cayman Islands	"This website with data contains data about Chikungunya/ Dangue Update as of 31 Jan 2015, & 2014, Zika Virus Updated Alert (monthly 2016), Ebola Virus (2014), communicable disease surveillance report (2012-2014) at country level with a yearly or monthly temporal resolution in PDF format. Open access."	MIDAS-ISG:WS-000080	null	Health Services Authority of Cayman Islands	null	null	null	https://www.hsa.ky/ShowContent.aspx?ID=250&Page=CommunicableDiseaseSurveillancereport#	https://www.hsa.ky/ContentFiles/Communicable Disease Surveillance Report 2014 Amended (1).pdf	PDF	null	null	Cayman Islands	5145	KY	null	null	null	null	Influenza virus in Cayman Islands	http://www.pitt.edu/obc/IDE_0000002083
"Communicable diseases in Luxembourg, 1904-2013"	"This website with data contains data about communicable diseases in Luxembourg from 1904 to 2013 year in XLS, CSV, XML format. Spatial coverage is country, and spatial resolution is country. Temporal coverage is 1904-2013, and temporal resolution is decade, year. Open access."	MIDAS-ISG:WS-000215	null	Statistics Portal - Grand Duchy of Luxembourg	null	null	null	http://www.statistiques.public.lu/stat/ReportFolders/ReportFolder.aspx?IF_Language=eng&MainTheme=3&FldrName=3&RFPath=118	null	CSV; XLS; XML	null	null	Luxembourg	5155	LU	null	null	null	null	Bordetella pertussis in Luxembourg	http://www.pitt.edu/obc/IDE_0000004591
