title	description	dataset_identifier	disease	authors	created	modified	accessed	landing_page	access_page	format	conforms_to	license	geography	apollo_location_code	iso_3166	iso_3166_1	iso_3166_1_alpha_3	apollo_enabled	on_olympus
Epidemic Situation of Dengue Virus of the Government of Samoa	This website with data contains data about Dengue fever outbreak from Samoa at province level with a yearly temporal resolution in 2015 in PDF format. Open access.	MDC:WS-000385	null	The Government of Samao	null	null	null	http://www.samoagovt.ws/tag/ministry-of-health/	null	PDF	null	null	Samoa	5081	WS	null	null	null	null
Statistics on Infectious and Parasitic Diseases of the Federal Service for Surveillance on Consumer Rights Protection and Human Wellbeing of the Federation of Russia, 2012-2017	This website with data contains data about reportable infectious and parasitic diseases in Russia from 2012 to 2015 year in XLSX format. Spatial coverage is country, and spatial resolution id country. Temporal coverage is 2012-2017, and temporal resolution is monthly, quarterly. Open access.	MDC:WS-000373	null	Federal Service for Surveillance on Consumer Rights Protection and Human Wellbeing of the Federation of Russia	null	null	null	http://rospotrebnadzor.ru/activities/statistical-materials/?SHOWALL_1=1	null	XLSX	null	null	Russia	5110	RU	null	null	null	null
Demographics in Honduras, 2008	This website with data contains data about demographics from Honduras at country level with a yearly temporal resolution in 2008 in HTML format. Open access.	MDC:WS-000164	null	Wikidot	null	null	null	http://hondurashealth.wikidot.com/reports	null	HTML	null	null	Honduras	4970	HN	null	null	null	null
Demographics, Mortality and Communicable Diseases of the Ministry of Health and Social Services of Montserrat	This website with data contains data about population (2011), mortality (1999-2009), morbidity (1999-2009), communicable diseases (2010) from Montserrat at country level with a yearly resolution in PDF format. Open access.	MDC:WS-000252	null	The Ministry of Health and Social Services of Montserrat	null	null	null	http://www.gov.ms/wp-content/uploads/2012/06/ANNUAL-CMO-REPORT-2011.pdf	null	PDF	null	null	Montserrat	5058	MS	null	null	null	null
Weekly Influenza Reports in Germany, 2008-2017	This website with data contains data about weekly incidences of influenza in Germany by region and serotype from 2008 to 2017 year in PDF format. Spatial coverage is country, and spatial resolution is weekly. Temporal is 2008-2017, temporal resolution is weekly. Open access.	MDC:WS-000146	null	Arbeitsgemeinschaft Influenza	null	null	null	https://influenza.rki.de/Wochenberichte.aspx	null	PDF	null	null	Germany	5029	DE	null	null	null	null
Weekly Epidemiological Reports of the Ministry of Health of Sri Lanka, 2009-2017	This website with data contains data about selected notifiable diseases and vaccine-preventable disease & AFP from Sri Lanka at region or country level with a yearly resolution from 2009 to 2017 in PDF format in English. Open access.	MDC:WS-000425	null	The Sri Lankan communicable disease surveillance system, Epidemiology Unit, Ministry of Health of Sri Lanka	null	null	null	http://www.epid.gov.lk/web/index.php?option=com_content&view=article&id=148&Itemid=449&lang=en	null	PDF	null	null	Sri Lanka	5126	LK	null	null	null	null
Demographics, Morbidity and Influenza cases by the Ministry of Health of the Republic of Maldives	This website with data contains data about Maldives Health Statistics (2011,2013, 2014), Maldives Health Profile (2012, 2013, 2016), Demographic Health Survey 2009 from Maldives at country level with a yearly temporal resolution in PDF format. Open acces to the public.	MDC:WS-000223	null	Ministry of Health of the Republic of Maldives	null	null	null	http://health.gov.mv/Downloads	null	PDF	null	null	Maldives	5037	MV	null	null	null	null
Data on Notifiable Infectious Diseases in Denmark	This database contains data about incidence of infectious diseases and vaccination coverage in Denmark from 1994 to 2017 in XLSX format. Spatial coverage is country, and spatial resolution is country, province, municipality. Temporal coverage us 1994-2017, and temporal resolution is yearly. Open access.	MDC:WS-000111	null	Statens Serum Institut, Monitoring information on infectious diseases	null	null	null	http://miba.ssi.dk/Home/Smitteberedskab/Sygdomsovervaagning.aspx	null	XLSX	null	null	Denmark	5196	DK	null	null	null	null
Vital Statistics of the Republic of Andorra	This website with data contains data about vital statistics in Andorra by age from 1994 to 2015 in PDF format. Spatial coverage is country, and spatial resolution is country. Temporal coverage us 1994-2015, and temporal resolution is 4 years. Open access.	MDC:WS-000007	null	The Government of Andorra	null	null	null	http://www.salut.ad/temes-de-salut/salut-natalitat-i-mortalitat	null	PDF	null	null	Andorra	5109	AD	null	null	null	null
The Chile Department of Health Statistics and Information Database on Compulsary Notifiable Infectious Diseases	This website with data contains data about compulsary notifiable infectious diseases from the Department of Health Statistics and Information of Chile. Restricted access.	MDC:WS-000091	null	The Department of Health Statistics and Information of Chile	null	null	null	http://www.deis.cl/descargar-bases-de-datos/	null	unknown	null	null	Chile	4956	CL	null	null	null	null
Leading Causes of Death in Guyana, 2000-2009	This website with data contains data about Mortality from Guyana at country level with a yearly temporal resolution form 2000 to 2009 in PDF format. Open access.	MDC:WS-000159	null	The Ministry of Health Guyana	null	null	null	http://www.paho.org/guy/index.php?option=com_docman&view=download&category_slug=not-communicable&alias=119-guyana-ncds-strategic-plan-2013-2020&Itemid=291	null	PDF	null	null	Guyana	5169	GY	null	null	null	null
National Notifiable Diseases Surveillance System Reports of the Government of Australia	This website with data contains data about communicable diseases surveillance in Austrailia at country level in 2017 in PDF, HTML format. Spatial coverage is country, and spatial resolution is country, state. Temporal coverage is 2017, and temporal resolution is yearly. Open access.	MDC:WS-000030	null	The Department of Health, the Government of Australia	null	null	null	http://www.health.gov.au/cdnareport	null	PDF	null	null	Australia	5079	AU	null	null	null	null
Morbidity Data by ICD of the National Statistical Committee of the Republic of Ukraine, 1990-2015	This website with data contains data about yearly morbidity of the population by ICD in Ukraine from 1990 to 2015 in HTML format. Spatial coverage is country, and spatial resolution is country. Temporal coverage is 1990-2015, and temporal resolution is yearly. Open access.	MDC:WS-000468	null	UkraineStat, National Statistical Committee of the Republic of Ukraine	null	null	null	https://ukrstat.org/operativ/operativ2007/oz_rik/oz_r/zahvor_06_r.html	null	HTML	null	null	Ukraine	4958	UA	null	null	null	null
WHO report on Tuberculosis in Marshall Islands	This website with data contains data about health profile, including prevalence of tuberculosis in 2015 in Marshall Islands at country level in HTML format. Temporal resolution is yearly. Open access.	MDC:WS-000232	null	World Health Organization	null	null	null	https://extranet.who.int/sree/Reports?op=Replet&name=/WHO_HQ_Reports/G2/PROD/EXT/TBCountryProfile&ISO2=MH&outtype=html	null	HTML	null	null	Marshall Islands	5170	MH	null	null	null	null
Communicable Disease Surveillance report in Cayman Islands	This website with data contains data about Chikungunya/ Dangue Update as of 31 Jan 2015, & 2014, Zika Virus Updated Alert (monthly 2016), Ebola Virus (2014), communicable disease surveillance report (2012-2014) at country level with a yearly or monthly temporal resolution in PDF format. Open access.	MDC:WS-000080	null	Health Services Authority of Cayman Islands	null	null	null	https://www.hsa.ky/ShowContent.aspx?ID=250&Page=CommunicableDiseaseSurveillancereport#	https://www.hsa.ky/ContentFiles/Communicable Disease Surveillance Report 2014 Amended (1).pdf	PDF	null	null	Cayman Islands	5145	KY	null	null	null	null
Health Profiles on AIDS, Tuberculosis, and Malaria for Countries and Territories of the Americas	This website with data contains data about TB incidence (2010-2013), Number of registered cases of malaria (2004) from Aruba at country level with a yearly resolution in PDF format. Open access.	MDC:WS-000022	null	World Health Organization, PAHO	null	null	null	http://www.paho.org/data/index.php/en/analysis/health-profiles/293-profile-national-aids-tb-malaria.html?showall=&limitstart=	null	PDF	null	null	Aruba	4971	AW	null	null	null	null
Statistical Information on Vaccination Coverage and Incidence of Infectious Diseases	This website with data contains data about vaccination coverage and cases of infectious diseases in Benin for 2009-2012 and 2011-2013 in PDF format. Spatial coverage is country, and spatial resolution is country, department. Temporal coverage is 2009-2012 and 2011-2013, and temporal resolution is yearly. Open access.	MDC:WS-000049	null	Ministry of Health of Benin	null	null	null	http://www.sante.gouv.bj/spip.php?article66	null	PDF	null	null	Benin	4954	BJ	null	null	null	null
Data on Infectious Disease Epidemiology in Belgium	This website with data contains data about incidences of infectious diseases in Belgium by region from 2012 to 2015 year in PDF format. Spatial coverage is country, and spatial resolution is subcountry. Temporal coverage 2012-2015, and temporal resolution is yearly. Open access.	MDC:WS-000047	null	WIV-ISP, Belgium	null	null	null	https://epidemio.wiv-isp.be/ID/diseases/Pages/default.aspx	null	PDF	null	null	Belgium	5008	BE	null	null	null	null
Demographics, Vaccination Coverage and Mortality Data of the Ministry of Health of Nicaragua	This website with data contains data about map of health conditions from Nicarague at province level in 2016 in Nicaragua in HTML format. Temporal resolution is yearly. Open access.	MDC:WS-000337	null	Ministry of Health of Nicaragua	null	null	null	http://mapasalud.minsa.gob.ni/mapa-de-padecimientos-de-salud-de-nicaragua/	null	HTML	null	null	Nicaragua	5070	NI	null	null	null	null
Vital Statistics of the Republic of Albania	This website with data contains data about mortality, population by age and year, births and abortions in Albania for 2001-2017, 1990-2010, 1990-2016 year in XLSX format. Spatial coverage is country, and spatial resolution is country. Temporal coverage is 2001-2017, 1990-2010, 1990-2016, and temporal resolution is yearly. Open acccess.	MDC:WS-000004	null	INSTAT	null	null	null	http://www.instat.gov.al/al/temat/treguesit-demografik%C3%AB-dhe-social%C3%AB/lindjet-vdekjet-dhe-martesat/#tab2	null	XLSX	null	null	Albania	5147	AL	null	null	null	null
Neisseria meningitidis, Streptococcus pneumoniae, Haemophilus influenzae cases in Italy, 1996-2017	This website with data contains data about Neisseria meningitidis, Streptococcus pneumoniae, Haemophilus influenzae caused diseases in Italy from 1996 to 2017 year in PDF format. Spatial coverage is country, and spatial resolution is region. Temporal coverage is 1996-2017, and temporal resolution is yearly. Open access.	MDC:WS-000182	null	Higher Institute of Health, Italy	null	null	null	http://www.iss.it/mabi/index.php?lang=1&id=5&tipo=16	null	PDF	null	null	Italy	5195	IT	null	null	null	null
Quarterly Epidemiological Bulletins in Chile	This website with data contains data about infectious diseases from Chile at province and country level with a monthly, quaterly, or yearly temporal resolution from 2016 to 2017 in PDF format in Spanish. Open access.	MDC:WS-000085	null	The Department of Epidemiology of the Ministry of Health of Chile	null	null	null	http://epi.minsal.cl/boletin-epidemiologico-trimestral-edicion1-2017/	null	PDF	null	null	Chile	4956	CL	null	null	null	null
Weekly and Periodic Reports on Infectious Diseases in Israel, 2000-2017	This website with data contains data about weekly incindences of infectious diseaes in Israel from 2000 to 2017 year in XLSX format. Spatial coverage is country, and spatial resolution is country, region. Temporal coverage is 2000-2017, and temporal resolution is yearly. Open access.	MDC:WS-000180	null	The Ministry of Health of Israel	null	null	null	http://www.health.gov.il/UnitsOffice/HD/PH/epidemiology/Pages/epidemiology_report.aspx	null	XLSX	null	null	Israel	5188	IL	null	null	null	null
Annual Communicable disease Reports of the Slovak Republic, 2005-2016.	This website with data contains data about communicable diseases of the Slovak Republic from 2005 to 2016 in PDF format. Spatal coverage is country, and spatial resolution is country. Temporal coverage is 2005-2016, and temporal resolution is monthly, yearly. Open access.	MDC:WS-000409	null	Epidemiological Information System of the Slovak Republic (EPIS)	null	null	null	http://www.epis.sk/InformacnaCast/Publikacie/VyrocneSpravy.aspx	null	PDF	null	null	Slovakia	5033	SK	null	null	null	null
